Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source
A02-017,AVP - Alternative Investment Services,HSBC,Bank,Powai,AVP,7-11 yrs,Fund Finance,Alternatives fund administration; capital events; investor reporting; fund financial reporting,35-55,Market estimate,Company Careers Page,https://www.hsbc.com/careers/find-a-job,Target employer - not verified,Unknown,2026-09-19,6,"HSBC Securities Services has a substantial Mumbai alternatives operation covering capital events and investor reporting, adjacent to his fund mechanics work.",Fund capital events and LP reporting,Target employer only. HSBC India securities services sits largely in Powai/Mumbai - route via a LinkedIn referral rather than the global careers portal.,A02
A02-018,"VP - Fund Finance / Product Control, Alternatives",Nomura Services India,Bank,Powai,VP,9-13 yrs,Fund Finance,Product control; fund and portfolio finance; valuation control; management reporting,45-70,Market estimate,Company Careers Page,https://www.nomura.com/india/careers/,Target employer - not verified,Unknown,2026-09-19,5,Nomura Powai supports global finance and operations functions; strong analytical fit but the alternatives capital-planning angle is not central.,Portfolio finance and valuation analytics,"Target employer, confirmed Mumbai (Powai) presence. Nomura India careers page is the deterministic entry point.",A02
A02-019,"Fund Finance - Associate / VP, Private Equity & Real Estate",Blackstone,Real Estate PE,BKC,VP,7-12 yrs,Fund Finance,Fund finance; capital calls and commitments; distribution waterfalls; LP reporting; fund-level modelling,60-100,Market estimate,Company Careers Page,https://blackstone.wd1.myworkdayjobs.com/Blackstone_Careers,Target employer - not verified,Unknown,2026-09-19,9,Blackstone Mumbai supports BREP and BREIT fund operations; fund-level capital and distribution work at a real estate platform is a direct restatement of his current scope.,Fund and JV capital planning plus waterfall/promote modelling at a US RE platform,"Highest-value target in this lane. No fund finance posting was confirmed, only investment-side analyst roles. Use the Workday board filtered to Mumbai and pursue an alumni/ex-Amherst referral - Blackstone is an SFR-adjacent owner and will recognise the platform.",A02
A02-020,Fund Finance / Management Company Finance - VP,Apollo Global Management,Private Credit,BKC,VP,8-12 yrs,Fund Finance,Fund finance; management company finance; capital deployment planning; carried interest; investor reporting,60-95,Market estimate,Company Careers Page,https://www.apollo.com/careers/apollo-in-india,Target employer - not verified,Unknown,2026-09-19,8,Apollo has been building a Mumbai platform with long-term career tracks; fund finance and carry work there maps closely to his capital planning and promote modelling.,"Capital deployment plans, commitments and carried interest mechanics","Apollo publishes an ""Apollo in India"" careers page confirming a Mumbai build-out, but no fund finance posting was seen. Speculative application plus LinkedIn outreach to Apollo India finance leadership.",A02
A02-021,Fund Finance Manager - Private Credit & Real Assets,KKR,Private Credit,Worli,Manager,7-11 yrs,Fund Finance,Fund finance; capital calls; distributions; facility administration; investor reporting,50-80,Market estimate,Company Careers Page,https://www.kkr.com/renbfc,Target employer - not verified,Unknown,2026-09-19,8,"KKR runs a Mumbai platform at Altimus, Worli covering credit and asset finance; fund-level capital and distribution work is the natural home for his skillset.",Fund and JV capital planning; capital call mechanics,"Mumbai office location confirmed (Level 41, Altimus, Worli) but no posting seen. Apply through KKR global careers filtered to Mumbai; referrals matter more than the portal here.",A02
A02-022,Fund Controller - India Platform,Carlyle,Real Estate PE,BKC,Manager,8-12 yrs,Fund Finance,Fund controllership; capital accounts; waterfall and carry; LP reporting; audit,50-80,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,7,Carlyle maintains a Mumbai investment platform whose fund controllership covers capital accounts and carry - adjacent to his distribution modelling.,Waterfall and carried interest mechanics,"Target employer, no posting confirmed. Carlyle India is a small team - a warm introduction is effectively required.",A02
A02-023,Fund Finance / Investor Reporting - AVP,Ares Management,Private Credit,BKC,AVP,7-11 yrs,Fund Finance,Fund finance; investor reporting; capital activity; secondaries and liquidity solutions support,45-75,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,7,"Ares works across real estate, PE, infrastructure and credit on liquidity solutions for LPs and GPs; his capital account and distribution fluency transfers directly.",LP/GP capital accounts and distribution waterfalls,Target employer. Ares India operates via its Mumbai presence - confirm the entity (Ares SSG) before applying.,A02
A02-024,Fund Finance Associate - India,Warburg Pincus,Real Estate PE,Nariman Point,Associate,5-9 yrs,Fund Finance,Fund finance; capital calls; portfolio and fund reporting; valuation support,40-65,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,7,Warburg Pincus India runs one of the largest Mumbai PE platforms with significant real estate exposure; fund-level capital work aligns with his background.,Fund capital planning with real estate exposure,"Target employer, no posting seen. Very small finance team - expect infrequent openings; set a LinkedIn job alert.",A02
A02-025,"Finance Manager - Fund Operations, India",TPG,Real Estate PE,BKC,Manager,6-10 yrs,Fund Finance,Fund operations; capital calls and distributions; investor reporting; fund modelling,45-70,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,7,TPG has an established Mumbai platform including real estate strategies; fund operations there covers the commitment-to-distribution cycle he models.,"Commitments, capital calls and distribution modelling","Target employer only. Also check TPG NewQuest, which has Mumbai secondaries activity where capital account modelling is central.",A02
A02-026,Fund Finance / Portfolio Finance - AVP,Bain Capital,Private Credit,BKC,AVP,7-11 yrs,Fund Finance,Fund finance; portfolio finance; capital deployment; credit fund distributions; LP reporting,50-80,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,7,Bain Capital Credit and special situations run out of Mumbai; capital deployment planning and fund distributions overlap his fund and JV planning work.,Capital deployment planning and distribution mechanics,"Target employer only, no posting seen.",A02
A02-027,Fund Finance Manager - India,Partners Group,Real Estate PE,BKC,Manager,6-10 yrs,Fund Finance,Private markets fund finance; capital calls; distribution waterfalls; evergreen fund mechanics; LP reporting,45-70,Market estimate,Company Careers Page,https://www.partnersgroup.com/en/careers/,Target employer - not verified,Unknown,2026-09-19,8,"Partners Group runs multi-asset private markets programmes including real estate, where waterfall and capital call mechanics across many vehicles is the daily job.",Multi-fund waterfall and commitment planning,"Target employer, Mumbai presence. Their evergreen/semi-liquid structures make capital planning unusually central - emphasise scenario modelling of capital calls.",A02
A02-028,Private Markets Analytics - Associate/VP,Hamilton Lane,Asset Manager,BKC,VP,7-11 yrs,Portfolio Management,Private markets analytics; commitment pacing; cash flow forecasting; J-curve modelling; LP portfolio construction,45-75,Market estimate,Company Careers Page,https://www.hamiltonlane.com/en-us/careers,Target employer - not verified,Unknown,2026-09-19,8,Commitment pacing and fund cash-flow forecasting is literally capital planning for LPs - a clean translation of his fund and JV capital deployment models.,"Capital deployment plans, commitments and capital call forecasting","Target employer with a recent India build-out; no Mumbai posting confirmed. Pacing-model experience is the headline to lead with, not real estate.",A02
A02-029,Private Markets Operations - AVP,Neuberger Berman,Asset Manager,BKC,AVP,7-11 yrs,Fund Finance,Private markets operations; capital calls and distributions; commitment tracking; co-investment administration,40-65,Market estimate,Company Careers Page,https://nb.wd1.myworkdayjobs.com/NBCareers,Target employer - not verified,Unknown,2026-09-19,7,NB Private Markets runs fund-of-funds and co-investment programmes where unfunded commitment tracking and distribution processing is the core operational loop.,"Commitments, unfunded tracking and distribution processing",Target employer. Use the NB Workday board filtered to India; confirm the Mumbai entity before applying.,A02
A02-030,Fund Finance Manager - Real Assets,Oaktree Capital Management,Private Credit,BKC,Manager,6-10 yrs,Fund Finance,Fund finance; real assets fund accounting; capital activity; distribution calculation,45-70,Market estimate,Company Careers Page,https://www.oaktreecapital.com/careers,Target employer - not verified,Unknown,2026-09-19,7,Oaktree invests in Indian real estate and credit from Mumbai; real-assets fund finance there would use his distribution and capital account modelling.,Real assets fund distribution mechanics,Target employer only - Oaktree India is small and hires opportunistically. Confirm the Mumbai entity exists for finance roles before applying.,A02
A02-031,Manager - Fund Operations & Investor Servicing,PGIM India Asset Management,Asset Manager,Worli,Manager,6-10 yrs,Fund Finance,Fund operations; investor servicing; NAV and unit capital; regulatory reporting,22-38,Market estimate,Company Careers Page,https://jobs.pgim.com/,Target employer - not verified,Unknown,2026-09-19,5,"PGIM has a Mumbai asset management business, but the fund operations there is mutual-fund servicing rather than private-markets capital mechanics.",Fund operations and investor reporting,Target employer. PGIM Real Estate is the far better internal destination if any India RE seat opens - ask about it explicitly.,A02
A02-032,AVP - Fund Finance & Investor Reporting,Edelweiss Alternatives (EAAA),Private Credit,Andheri East,AVP,7-11 yrs,Fund Finance,AIF fund finance; drawdowns and distributions; waterfall computation; LP reporting; SEBI AIF norms,35-55,Market estimate,Company Careers Page,https://www.eaaa.in/,Target employer - not verified,Unknown,2026-09-19,8,"EAAA runs real estate credit and infrastructure yield funds from Mumbai, where drawdown schedules and distribution waterfalls across vehicles are exactly his modelling work.",Real estate fund waterfall and distribution modelling,"Mumbai office confirmed (Edelweiss House, Kalina/CST Road). No posting seen. One of the best domestic fits - their RE credit and infra yield funds mirror his asset class.",A02
A02-033,Manager - Fund Operations & Capital Planning,Kotak Alternate Asset Managers,Real Estate PE,BKC,Manager,6-10 yrs,Fund Finance,Real estate fund operations; capital calls; distribution waterfalls; fund modelling; investor reporting,30-50,Market estimate,Company Careers Page,https://www.kotakalternateasset.com/,Target employer - not verified,Unknown,2026-09-19,8,Kotak has run third-party PE and real estate funds since 2005; their RE fund capital call and distribution cycle is a direct analogue of his JV and fund planning.,Fund and JV capital planning for real estate vehicles,Mumbai (BKC) confirmed. No posting seen. Strong domestic target - reference their real estate fund series specifically in outreach.,A02
A02-034,"AVP - Fund Finance, Real Estate Funds",ASK Property Investment Advisors,Real Estate PE,Andheri East,AVP,7-11 yrs,Fund Finance,RE fund accounting; capital calls; distribution waterfalls; project cash flow monitoring; investor reporting,30-50,Market estimate,Company Careers Page,https://www.askfinancials.com/careers,Target employer - not verified,Unknown,2026-09-19,9,"ASK Property is a pure Mumbai real estate fund manager - fund raising, deployment and monitoring with a waterfall on every vehicle, which is his exact combination.",Real estate fund capital deployment and distribution waterfalls,Mumbai-based RE fund platform confirmed through search. No posting seen. Highest domestic relevance in this lane - a direct note to their fund finance head is the right move.,A02
A02-035,"Manager - Fund Finance, Real Estate Platform",HDFC Capital Advisors,Real Estate PE,Lower Parel,Manager,6-10 yrs,Fund Finance,RE fund finance; capital deployment planning; drawdowns; developer JV structures; investor reporting,35-55,Market estimate,Company Careers Page,https://www.hdfccapital.com/careers,Target employer - not verified,Unknown,2026-09-19,9,HDFC Capital runs large Mumbai-based residential real estate funds with developer JV structures - capital deployment plans and JV distributions are its core finance work.,Fund and JV capital planning plus residential asset-level analytics,Mumbai RE fund platform; residential focus makes his SFR portfolio experience unusually relevant. No posting seen - approach via referral and lead with residential capital planning.,A02
A02-036,AVP - Fund Finance & Investor Reporting,360 ONE Alternates,Asset Manager,Lower Parel,AVP,7-11 yrs,Fund Finance,AIF fund finance; capital calls; distribution waterfalls; carry computation; LP reporting,35-55,Market estimate,Company Careers Page,https://www.360.one/careers,Target employer - not verified,Unknown,2026-09-19,7,360 ONE Alternates oversees private market vehicles from Mumbai where carry and waterfall computation across funds is routine finance work.,"Waterfall, carry and preferred-return mechanics",Mumbai HQ confirmed. No posting seen. Good domestic target for someone selling waterfall fluency rather than Indian market knowledge.,A02
A02-037,"Manager - Fund Operations, Real Estate & PE Funds",Motilal Oswal Alternates,Real Estate PE,Worli,Manager,6-10 yrs,Fund Finance,RE and PE fund operations; drawdowns; distributions; waterfall computation; investor statements,28-45,Market estimate,Company Careers Page,https://www.motilaloswalalt.com/private-equity-our-team/,Target employer - not verified,Unknown,2026-09-19,8,"Motilal Oswal Alternates invests across real estate, PE and debt from Mumbai, running exactly the multi-vehicle drawdown and distribution machinery he has modelled.",Real estate fund distribution and JV waterfall modelling,Mumbai office confirmed (Prabhadevi/Worli). No posting seen. Their real estate fund series is the right hook for outreach.,A02
A02-038,"AVP - Fund Finance, Alternatives",Nuvama Asset Management,Asset Manager,Lower Parel,AVP,7-11 yrs,Fund Finance,AIF fund finance; capital call and distribution processing; NAV oversight; investor reporting,32-50,Market estimate,Naukri,https://www.naukri.com/nuvama-wealth-and-investment-jobs-careers-in-mumbai-gid-9164549,Target employer - not verified,Unknown,2026-09-19,6,"Nuvama runs Mumbai-based alternatives and private markets vehicles; fund finance there is adjacent, though the platform is wealth- rather than RE-led.",Fund mechanics and investor reporting,Naukri company page is the deterministic entry point. Target employer only - no specific posting seen.,A02
A02-039,"Manager - AIF Fund Operations, Real Estate",Nippon India Alternative Investments,Asset Manager,Goregaon,Manager,6-10 yrs,Fund Finance,AIF operations; real estate fund drawdowns; distributions; NAV; SEBI reporting,25-42,Market estimate,Company Careers Page,https://aif.nipponindiaim.com/,Target employer - not verified,Unknown,2026-09-19,7,"Nippon India runs AIFs spanning private credit, VC and real estate from Mumbai, where RE fund drawdown and distribution mechanics are part of the operating model.",Real estate fund capital and distribution mechanics,AIF platform page confirms real estate strategies. No posting seen - approach the AIF operations head directly.,A02
A02-040,"Manager - Fund Finance, Real Estate Credit",Nisus Finance Services,Real Estate PE,Andheri East,Manager,5-9 yrs,Fund Finance,RE credit fund finance; drawdowns; waterfall and IRR computation; developer JV monitoring,25-40,Market estimate,Company Careers Page,https://nisusfinance.com/careers/,Target employer - not verified,Unknown,2026-09-19,8,Nisus is a Mumbai real estate credit and special-situations fund manager where waterfall and IRR computation on developer JVs is the daily finance work.,Real estate JV waterfall and IRR modelling,"Smaller platform, so scope is broad and a strong modeller can carry several mandates. No posting seen - a direct approach works better than a portal here.",A02
A02-041,"AVP - Fund Finance, Real Estate Funds",Godrej Fund Management,Real Estate PE,Vikhroli,AVP,7-11 yrs,Fund Finance,RE fund finance; JV capital structures; capital calls; promote and waterfall computation; investor reporting,40-65,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,9,Godrej Fund Management is a Mumbai real estate PE platform built on developer JVs with promote structures - the same JV waterfall and capital planning he already runs.,JV promote/waterfall modelling and fund capital planning,"Vikhroli is within Mumbai city limits. No posting seen. One of the cleanest conceptual matches in this lane - lead the pitch with JV promote mechanics, not SFR.",A02
A02-042,Manager - Fund Finance & Capital Planning,Piramal Alternatives,Private Credit,Kurla / BKC,Manager,6-10 yrs,Fund Finance,Fund finance; capital deployment planning; real estate credit drawdowns; distributions; investor reporting,35-55,Market estimate,Company Careers Page,https://www.piramal.com/careers/,Target employer - not verified,Unknown,2026-09-19,7,Piramal Alternatives runs Mumbai-based real estate and performing credit funds where deployment pacing and drawdown planning is a live finance discipline.,Capital deployment planning and drawdown scheduling,"Target employer, Mumbai confirmed. Strongest angle is deployment pacing under a fixed commitment pool.",A02
A02-043,Fund Finance Manager - India Real Estate,CPP Investments,Real Estate PE,BKC,Manager,7-11 yrs,Fund Finance,Fund and JV finance; capital commitments; JV distribution waterfalls; partner reporting; valuation support,50-80,Market estimate,Company Careers Page,https://www.cppinvestments.com/careers/,Target employer - not verified,Unknown,2026-09-19,8,"CPP Investments runs a Mumbai office with large Indian real estate JVs, where partner-level capital and distribution mechanics are exactly what he has modelled.",JV capital planning and distribution waterfalls with institutional partners,Mumbai (BKC) office. Finance hires are rare and usually referral-driven; a speculative note through an ex-colleague network is the realistic route.,A02
A02-044,"Associate Director - Fund Finance, India Real Estate",GIC,Real Estate PE,BKC,Director,8-12 yrs,Fund Finance,JV and fund finance; capital calls; distribution waterfalls; partner capital accounts; asset-level analytics,60-95,Market estimate,Company Careers Page,https://www.gic.com.sg/careers/,Target employer - not verified,Unknown,2026-09-19,8,GIC holds large Indian real estate JVs out of Mumbai; partner capital accounts and JV distribution waterfalls at asset level is his direct prior scope.,JV waterfall/promote mechanics and asset-level exit analytics,Very small Mumbai team and infrequent hiring. Worth a standing LinkedIn alert; a warm introduction is effectively mandatory.,A02
A02-045,Manager - Investment & Fund Analytics,Xander Group,Real Estate PE,Nariman Point,Manager,6-10 yrs,Fund Finance,RE fund analytics; capital deployment; exit and disposition analysis; waterfall modelling,30-50,Market estimate,LinkedIn,https://in.linkedin.com/jobs/private-equity-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,8,"Xander is a Mumbai-based real estate PE investor where deployment, exit routing and waterfall modelling sit in one role - closest to his combined disposition and fund planning scope.",Retail disposition strategy plus fund waterfall modelling,"Small platform, so the role is broad. No posting seen; a direct approach naming asset-level exit analytics is the differentiator.",A02
