Listing_ID,Role_Title,Company,Company_Type,Country,City,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source,Comp_Check,Verification_Note,Last_Verified
A04-011,Finance Manager,K Raheja Corp,Real Estate Developer,India,Mumbai,Malad,Manager,~6-9 yrs (inferred),FP&A,Commercial real estate finance;budgeting;forecasting;lease economics;MIS,20-30,Market estimate,Naukri,https://www.naukri.com/k-raheja-corp-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"K Raheja Corp manages large commercial/retail portfolios (and the Mindspace REIT platform), a strong match for his revenue-management and asset-performance background.",Portfolio revenue and occupancy strategy experience transfers to commercial leasing economics,No live posting seen; K Raheja Corp's scale (developer plus REIT manager) makes it a strong cold-outreach target - lead with revenue/occupancy strategy parallel.,A04,In line (13-26),,
A04-012,Finance Manager,Hiranandani Group,Real Estate Developer,India,Mumbai,Powai,Manager,~6-10 yrs (inferred),FP&A,Project finance;budgeting;cash-flow forecasting;capital planning;Excel,20-30,Market estimate,LinkedIn,https://in.linkedin.com/jobs/hiranandani-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,A large integrated township developer with commercial and residential assets needs the same capital-planning and forecasting skill he applies across Amherst's fund/JV structures.,"Fund and JV capital planning, plus capital-call mechanics, transfers to township-scale project financing",LinkedIn shows ~60 active Hiranandani Mumbai roles; no specific FP&A posting confirmed - approach via LinkedIn jobs search and referral if available.,A04,In line (13-26),,
A04-013,Finance Manager,Rustomjee,Real Estate Developer,India,Mumbai,Mumbai (unspecified),Manager,~5-9 yrs (inferred),FP&A,Budgeting;forecasting;project finance;MIS reporting;Excel,18-28,Market estimate,Company Careers Page,https://www.rustomjee.com/careers/,Target employer - not verified,Unknown,2026-09-19,7,A mid-cap Mumbai residential developer whose finance function benefits directly from asset-level pricing and forecasting expertise built at portfolio scale.,Retail disposition strategy experience maps to project-level exit and pricing analytics,Company careers page lists open roles by department/experience filter; no specific FP&A posting confirmed - apply via site and emphasize asset-level analytics over India-market tenure.,A04,In line (13-26),,
A04-014,General Manager - Finance,The Phoenix Mills,Real Estate Developer,India,Mumbai,Lower Parel,Senior Manager,~8-12 yrs (inferred),FP&A,Retail-led mixed-use asset finance;budgeting;forecasting;lease/CAM economics;MIS,30-45,Market estimate,Indeed,https://in.indeed.com/cmp/The-Phoenix-Mills-Limited,Search-surfaced,Unknown,2026-09-19,8,"Phoenix Mills operates retail-led mixed-use real estate at scale, where revenue management and occupancy strategy for malls mirror his SFR pricing/leasing playbook closely.",Rent/occupancy strategy and portfolio performance management transfer directly to mall revenue and tenant-mix economics,Search referenced open GM-Finance-type roles at Phoenix Mills Mumbai; specific posting not directly viewed - verify current opening via Indeed/company site before applying.,A04,Above benchmark (17-32),,
A04-015,Finance Manager,Nexus Select Trust,REIT / InvIT,India,Mumbai,Vikhroli,Senior Manager,~7-11 yrs (inferred),FP&A,REIT distribution mechanics;forecasting;budgeting;asset performance reporting;Excel,28-42,Market estimate,Naukri,https://www.naukri.com/nexus-select-trust-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,9,India's first listed retail REIT needs exactly his combination of distribution/waterfall modelling and portfolio revenue-performance management.,Distribution/waterfall modelling across funds and JVs is a near-direct match to REIT unitholder distribution mechanics,No specific posting confirmed; a strong cold-outreach target given direct overlap with fund distribution modelling - lead with the waterfall/promote experience explicitly.,A04,Above benchmark (17-32),"Location corrected: the manager, Nexus Select Mall Management, sits at Embassy 247, LBS Marg, Vikhroli West 400083. Glassdoor showed no open roles at Nexus Select Trust when checked - treat as an outreach target, not a live opening.",2026-09-20
A04-016,Finance Manager,Embassy Office Parks REIT,REIT / InvIT,India,Mumbai,Mumbai (unspecified),Manager,~6-10 yrs (inferred),FP&A,REIT/InvIT reporting;forecasting;budgeting;asset performance analytics;Excel,25-38,Market estimate,Company Careers Page,https://www.embassyofficeparks.com/careers/,Target employer - not verified,Unknown,2026-09-19,8,Asia's largest office REIT (with a Mumbai portfolio) needs asset-performance and distribution analytics directly aligned to his fund/JV capital-planning background.,Fund and JV distribution modelling transfers to REIT unitholder distribution and asset-level performance reporting,No specific Mumbai-based opening confirmed; careers page centralises openings across cities - filter for Mumbai and lead with distribution-modelling fit.,A04,Above benchmark (13-26),,
A04-017,FP&A Manager,Mindspace Business Parks REIT,REIT / InvIT,India,Mumbai,Navi Mumbai,Manager,~6-10 yrs (inferred),FP&A,Office REIT financials;forecasting;budgeting;occupancy/lease analytics;Excel,25-36,Market estimate,Naukri,https://www.naukri.com/mindspace-business-parks-reit-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"Managed by K Raheja Corp with a Mumbai (Airoli) park in its portfolio, this REIT's occupancy and distribution analytics mirror his revenue-management and waterfall work.",Revenue/occupancy strategy plus distribution-waterfall modelling both apply directly to office REIT unit economics,No specific posting confirmed; target the Mindspace/K Raheja Corp Investment Managers entity directly - emphasize both occupancy strategy and distribution mechanics.,A04,Above benchmark (13-26),,
A04-018,Finance Manager,Mahindra Lifespace Developers,Real Estate Developer,India,Mumbai,Worli,Manager,~6-9 yrs (inferred),FP&A,Project finance;budgeting;forecasting;capital planning;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/mahindra-lifespace-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,A listed residential/industrial developer whose project-level capital planning benefits from his fund/JV capital-deployment and forecasting background.,Capital deployment planning and commitments experience transfers to project-level capital allocation,No specific posting confirmed; smaller finance team than Lodha/Godrej so referral matters more - check LinkedIn alumni network for warm intro.,A04,In line (13-26),,
A04-019,FP&A Manager,Shoppers Stop,Corporate,India,Mumbai,Andheri East,Manager,~5-9 yrs (inferred),FP&A,Retail budgeting;forecasting;store P&L analytics;MIS;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/shoppers-stop-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Store-level P&L and forecasting work is transferable FP&A craft, but department-store retail is a sideways move from real estate portfolio strategy.",Portfolio-level forecasting and performance-management discipline,"No specific posting confirmed; a generalist FP&A target - lead with analytical rigor rather than sector fit, and flag the retail-domain gap upfront.",A04,In line (13-26),,
A04-020,Business Finance Manager,Trent,Corporate,India,Mumbai,Fort,Manager,~5-9 yrs (inferred),FP&A,Business partnering;budgeting;forecasting;retail unit economics;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/trent-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Trent's fast-growing store network needs unit-economics and forecasting skill he has in abundance, but it is a lateral move away from real estate investment strategy.",Scenario/forecast modelling and yield-style unit economics from SFR pricing work,"No specific posting confirmed; Tata Group entity with strong brand pull - apply via careers site/Naukri, position as a growth-story move rather than domain continuity.",A04,In line (13-26),,
A04-021,Business Finance Manager,Reliance Retail,Corporate,India,Mumbai,Navi Mumbai,Manager,~6-9 yrs (inferred),FP&A,Business partnering;budgeting;forecasting;category analytics;Excel/SAP,22-32,Market estimate,LinkedIn,https://in.linkedin.com/jobs/reliance-retail-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"A second, non-grocery business-finance mandate at Reliance Retail's scale draws on the same P&L-ownership skillset but stays outside real estate.",Large-scale P&L partnering and forecast modelling from platform-wide revenue strategy,Distinct from the Grocery FP&A opening tracked separately (row A04-002); no specific posting confirmed for this general business-finance track.,A04,Above benchmark (13-26),,
A04-022,Commercial Finance Manager,Aditya Birla Fashion and Retail,Corporate,India,Mumbai,Mumbai (unspecified),Manager,~5-9 yrs (inferred),FP&A,Commercial finance;budgeting;forecasting;brand P&L;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/aditya-birla-fashion-and-retail-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Multi-brand fashion retail commercial finance is solid FP&A adjacency but a lateral, non-real-estate move relative to his current scope.",Cross-portfolio forecasting and performance-management skillset,"No specific posting confirmed; large multi-brand finance org - target via careers page/Naukri, no referral identified.",A04,In line (13-26),,
A04-023,FP&A Manager,Blue Star,Corporate,India,Mumbai,Andheri East,Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;product-line P&L;MIS;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/blue-star-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Standard consumer-durables FP&A; real and worth listing but a sideways move with no asset or real-estate linkage.,Forecast modelling and BI-driven decision support,No specific posting confirmed; generalist corporate target - lead with modelling breadth.,A04,In line (13-26),,
A04-024,Business Finance Manager,Asian Paints,Corporate,India,Mumbai,Mumbai (unspecified),Manager,~6-9 yrs (inferred),FP&A,Business partnering;budgeting;forecasting;channel P&L;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/asian-paints-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Blue-chip FMCG business-finance role; strong FP&A craft fit but no real-estate or pricing-strategy overlap.,Cross-functional financial partnering and forecast ownership,"No specific posting confirmed; large, structured finance org - apply via careers site.",A04,In line (13-26),,
A04-025,FP&A Manager,Pidilite Industries,Corporate,India,Mumbai,Andheri East,Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;variance analysis;product P&L;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/pidilite-industries-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generic FMCG-adjacent (specialty chemicals) FP&A; real option but sideways relative to his real-estate investment background.,Forecast modelling and performance-management discipline,No specific posting confirmed; target via careers page/Naukri.,A04,In line (13-26),,
A04-026,Commercial Finance Manager,Marico,Corporate,India,Mumbai,BKC,Manager,~6-9 yrs (inferred),FP&A,Commercial finance;budgeting;forecasting;brand/category P&L;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/marico-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Well-regarded FMCG commercial-finance function; solid craft match, no real-estate linkage.",Category/portfolio-level forecasting and margin analytics,No specific posting confirmed; BKC location convenient - target via careers site.,A04,In line (13-26),,
A04-027,Finance Manager,Hindustan Unilever,Corporate,India,Mumbai,BKC,Senior Manager,~7-11 yrs (inferred),FP&A,Business partnering;forecasting;budgeting;category finance;Excel/BI,28-40,Market estimate,Naukri,https://www.naukri.com/hindustan-unilever-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Top-tier FMCG finance brand and strong FP&A discipline, but a purely corporate function with no real-estate/asset overlap.",Cross-functional strategy work and BI-driven decision support,"No specific posting confirmed; highly competitive process at HUL - target via careers site, lead with rigor of quantitative modelling.",A04,Above benchmark (17-32),,
A04-028,FP&A Manager,Britannia Industries,Corporate,India,Mumbai,Mumbai (unspecified),Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;variance analysis;MIS;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/britannia-industries-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Generic FMCG FP&A; legitimate sideways option, no real-estate linkage.",Forecast modelling and scenario-planning discipline,No specific posting confirmed; Britannia's Mumbai commercial office is smaller than HQ functions - verify headcount before pursuing.,A04,In line (13-26),,
A04-029,Finance Manager,Colgate-Palmolive India,Corporate,India,Mumbai,Mumbai (unspecified),Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;business partnering;MIS;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/colgate-palmolive-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Multinational FMCG finance function; solid craft alignment but no real-estate overlap.,Cross-functional financial planning and forecasting discipline,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-030,Finance Manager,Procter & Gamble India,Corporate,India,Mumbai,Andheri East,Manager,~6-10 yrs (inferred),FP&A,Budgeting;forecasting;business partnering;category P&L;Excel/BI,22-32,Market estimate,LinkedIn,https://in.linkedin.com/jobs/procter-gamble-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Blue-chip multinational FP&A function; strong process/analytics rigor match, but no real-estate or pricing-strategy linkage.",Scenario modelling and decision-support analytics from platform-wide strategy work,No specific posting confirmed; highly structured global-process hiring - target via LinkedIn/careers site.,A04,Above benchmark (13-26),,
A04-031,FP&A Manager,Johnson & Johnson India,Corporate,India,Mumbai,Mumbai (unspecified),Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;variance analysis;business partnering;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/johnson-johnson-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Global healthcare/consumer major with a standard FP&A function; craft transfers, no real-estate linkage.",Forecast modelling and performance-management discipline,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-032,FP&A Manager,Novartis Healthcare (GBS),Global Capability Centre,India,Mumbai,Worli,Manager,~6-9 yrs (inferred),FP&A,Global finance reporting;forecasting;budgeting;business partnering;SAP/BI,20-32,Market estimate,Naukri,https://www.naukri.com/novartis-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Global-process FP&A inside a pharma GCC is transferable analytical work but sits outside real estate and asset strategy entirely.,Cross-border forecasting and scenario modelling from a multi-fund investment platform,"No specific posting confirmed; global-process GCC hiring - target via careers site/Naukri, expect structured competency-based interviews.",A04,In line (13-26),,
A04-033,Finance Manager,Pfizer India,Corporate,India,Mumbai,BKC,Manager,~6-9 yrs (inferred),FP&A,Budgeting;forecasting;business partnering;MIS;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/pfizer-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Standard pharma corporate finance function; craft fit is fine, but there is no asset or real-estate dimension.",Financial modelling and forecasting discipline built at platform scale,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-034,FP&A Manager - Finance & Accounting Practice,Accenture,Consulting,India,Mumbai,Navi Mumbai,Manager,~6-9 yrs (inferred),FP&A,Client FP&A delivery;forecasting;budgeting;process transformation;Excel/BI,18-28,Market estimate,Naukri,https://www.naukri.com/accenture-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Delivering FP&A-as-a-service for global clients uses his analytical toolkit but removes him from principal-side asset/investment decision-making.,Cross-client forecasting and BI-driven decision support,"No specific posting confirmed; large GCC/consulting hiring volume in Navi Mumbai - target via Naukri, expect a lower comp band than principal-side roles.",A04,In line (13-26),,
A04-035,FP&A Manager - Global Finance Support,Deloitte USI,Global Capability Centre,India,Mumbai,Lower Parel,Manager,~6-9 yrs (inferred),FP&A,Global finance operations;forecasting;budgeting;management reporting;Excel/BI,18-28,Market estimate,Naukri,https://www.naukri.com/deloitte-usi-jobs,Search-surfaced,Unknown,2026-09-19,5,"Search confirms Deloitte USI runs a large Global Finance/FP&A support function in Mumbai, but the roles seen skew junior/analyst and the work is process-delivery rather than investment strategy.",Structured forecasting and reporting discipline from a multi-fund platform,Search surfaced an Analyst-level FP&A opening (freshers-oriented); a Manager-equivalent mandate is plausible given team size but not directly confirmed - verify current manager-level openings via USI careers portal.,A04,In line (13-26),,
A04-036,FP&A Manager,EY Global Delivery Services (GDS),Global Capability Centre,India,Mumbai,Goregaon,Manager,~6-9 yrs (inferred),FP&A,Global finance reporting;forecasting;budgeting;business partnering;Excel/BI,18-28,Market estimate,Naukri,https://www.naukri.com/ey-gds-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,GCC-style FP&A delivery role; transferable craft but process-oriented and off his principal-side investment-strategy background.,Forecasting and management-reporting discipline from platform-scale finance work,No specific posting confirmed; target via Naukri/careers site.,A04,In line (13-26),,
A04-037,Finance Manager,KPMG Global Delivery Center,Global Capability Centre,India,Mumbai,Lower Parel,Manager,~6-9 yrs (inferred),FP&A,Financial reporting;forecasting;budgeting;business partnering;Excel,18-28,Market estimate,Naukri,https://www.naukri.com/kpmg-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Standard GCC finance-delivery function; craft transfers but no asset/real-estate dimension.,Financial modelling and forecasting discipline,No specific posting confirmed; KPMG's Mumbai GDC presence is smaller than Bengaluru/Gurugram - verify headcount before pursuing.,A04,In line (13-26),,
A04-038,Commercial Finance Manager,PwC Analytics & Consulting,Global Capability Centre,India,Mumbai,Navi Mumbai,Manager,~6-9 yrs (inferred),FP&A,Commercial finance;forecasting;budgeting;data-driven decision support;Excel/BI,18-28,Market estimate,Naukri,https://www.naukri.com/pwc-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"PwC's Mahape analytics/AC hub runs commercial-finance delivery work; transferable craft, no real-estate linkage.",SQL/Excel/BI-driven decision support built across a multi-fund platform,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-039,FP&A Manager,Capgemini,Consulting,India,Mumbai,Navi Mumbai,Manager,~6-9 yrs (inferred),FP&A,Client FP&A delivery;forecasting;budgeting;process improvement;Excel/BI,16-26,Market estimate,Naukri,https://www.naukri.com/capgemini-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,4,Outsourced FP&A delivery work is a step down in decision-making scope from his principal-side strategy role.,Process-oriented forecasting and reporting rigor,No specific posting confirmed; likely comp band below his current level - treat as a fallback option only.,A04,In line (13-26),,
A04-040,Business Finance Manager,Cognizant,Consulting,India,Mumbai,Navi Mumbai,Manager,~6-9 yrs (inferred),FP&A,Business partnering;forecasting;budgeting;MIS;Excel,16-26,Market estimate,Naukri,https://www.naukri.com/cognizant-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,4,"IT-services internal business-finance role; transferable but generic, off his asset/investment-strategy background.",Forecast modelling and cross-functional strategy work,No specific posting confirmed; treat as a fallback option only.,A04,In line (13-26),,
A04-041,FP&A Manager,WNS Global Services,Global Capability Centre,India,Mumbai,Mumbai (unspecified),Manager,~6-9 yrs (inferred),FP&A,Client finance delivery;forecasting;budgeting;reporting;Excel,16-25,Market estimate,Naukri,https://www.naukri.com/wns-global-services-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,4,BPM-style outsourced finance delivery; craft transfers but scope and comp band sit below his current level.,Process-driven forecasting and reporting discipline,No specific posting confirmed; treat as a fallback option only.,A04,In line (13-26),,
A04-042,FP&A Manager,Nielsen India (NielsenIQ),Global Capability Centre,India,Mumbai,BKC,Manager,~6-9 yrs (inferred),Data & Analytics,Financial planning;forecasting;data-driven reporting;budgeting;Excel/BI,20-30,Market estimate,Naukri,https://www.naukri.com/nielsen-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,A data/analytics-led global business gives more room for his BI-driven decision-support skillset than pure accounting-oriented FP&A roles.,SQL/BI-driven decision support and scenario modelling,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-043,Finance Manager,S&P Global,Global Capability Centre,India,Mumbai,Goregaon,Senior Manager,~7-11 yrs (inferred),Data & Analytics,Financial analytics;forecasting;budgeting;capital markets data;Excel/BI,28-40,Market estimate,Naukri,https://www.naukri.com/s-and-p-global-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"A capital-markets data business values investment-analytics fluency, giving it more overlap with his fund/JV modelling background than generic corporate FP&A.",Fund and JV distribution modelling plus asset-level investment analysis,No specific posting confirmed; large Mumbai analytics hub - target via careers site/Naukri.,A04,In line (22-46),,
A04-044,FP&A Manager,Morningstar India,Global Capability Centre,India,Mumbai,Malad,Manager,~6-9 yrs (inferred),Data & Analytics,Financial planning;forecasting;investment data analytics;budgeting;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/morningstar-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,An investment-research and data business is closer to his asset-level investment-analysis background than generic corporate finance.,Asset-level investment analysis and yield/pricing analytics,No specific posting confirmed; target via careers site/Naukri.,A04,In line (13-26),,
A04-045,Business Finance Manager,Crisil,Corporate,India,Mumbai,Powai,Manager,~6-10 yrs (inferred),Data & Analytics,Financial planning;forecasting;credit/real-estate research inputs;budgeting;Excel,20-30,Market estimate,Naukri,https://www.naukri.com/crisil-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Crisil's ratings and research work (including structured/real-estate-linked credit) gives more domain overlap than a purely generic corporate finance function.,Asset-level investment analysis and financial modelling background,No specific posting confirmed; internal business-finance function rather than the ratings analyst track - target via careers site/Naukri.,A04,In line (13-26),,
