Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source,Comp_Check,Verification_Note,Last_Verified
A06-011,Equity Research Analyst,Elara Securities,Investment Bank,Lower Parel,Manager,~4-7 yrs (inferred),Equity Research,Financial modelling;Valuation;Sector coverage;Excel;Report writing,18-32,Market estimate,Naukri,https://www.naukri.com/equity-analyst-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Domain-agnostic sell-side research role at a domestic brokerage; transferable analytics but not RE-specific.,Scenario/forecast modelling toolkit from fund and JV capital planning,No specific sector or vacancy confirmed; approach opportunistically and ask for RE/infra sector allocation if available.,A06,Above benchmark (10-20),,
A06-012,Equity Research Analyst,Systematix Group,Investment Bank,Nariman Point,Manager,~4-7 yrs (inferred),Equity Research,Financial modelling;Valuation;Excel;Sector coverage;Client servicing,16-28,Market estimate,Naukri,https://www.naukri.com/equity-analyst-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Generalist institutional research seat; transferable modelling skills but not real-estate-specific by default.,Distribution/waterfall modelling as a differentiator versus typical sell-side candidates,"No live vacancy confirmed; smaller boutique brokerage, worth a direct LinkedIn outreach to research head.",A06,Above benchmark (10-20),,
A06-013,Equity Research Analyst,PhillipCapital India,Investment Bank,Nariman Point,Manager,~4-7 yrs (inferred),Equity Research,Financial modelling;Valuation;Excel;Sector coverage;Client notes,16-28,Market estimate,Naukri,https://www.naukri.com/equity-analyst-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Generalist sell-side seat at a mid-sized broking house; a sideways move unless RE sector opens up.,Rigorous scenario-based revenue forecasting from portfolio management role,No specific vacancy confirmed; lead with RE/real-assets interest to steer toward relevant sector allocation.,A06,Above benchmark (10-20),,
A06-014,Equity Research Analyst,InCred Equities,Investment Bank,BKC,Manager,~4-7 yrs (inferred),Equity Research,Financial modelling;Valuation;Excel;Sector coverage;Report writing,18-32,Market estimate,Naukri,https://www.naukri.com/equity-analyst-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Newer institutional research franchise; generalist scope, transferable but not RE-anchored.",Fund/JV capital planning background differentiates versus pure-accounting research candidates,"No live vacancy confirmed; InCred is expanding its institutional equities desk, worth a speculative application.",A06,Above benchmark (10-20),,
A06-015,Institutional Equity Research Analyst (5-10 yrs),TOTL RPO Solutions LLP,Recruiter / Search Firm,Mumbai (unspecified),Senior Manager,5-10 yrs,Equity Research,Institutional equity research;Sector coverage;Financial modelling;Valuation;Investor communication,Not disclosed,Unknown,iimjobs,https://www.iimjobs.com/j/institutional-equity-research-analyst-5-10-yrs-1689712,Verified live posting,Unknown,2026-09-19,6,"A confirmed live institutional-research mandate at the right seniority band, but end-client and sector are undisclosed so RE-relevance is unconfirmed.",5-10 yr band matches his experience exactly; lead with cross-asset modelling breadth,Recruiter-fronted (TOTL RPO Solutions LLP); end-client not named in listing. Contact recruiter to confirm sector coverage before investing prep time.,A06,No range given (benchmark 10-20),,
A06-016,Investment Analyst - Real Estate & Infrastructure,HDFC Asset Management Company,Asset Manager,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Financial modelling;Portfolio construction;Valuation;Excel,28-50,Market estimate,LinkedIn,https://in.linkedin.com/company/hdfc-amc,Target employer - not verified,Unknown,2026-09-19,8,HDFC AMC is India's largest AMC by scale with real-asset/infra allocations - Asset-level SFR pricing/yield optimisation and disposition analytics map directly onto real-estate sector coverage.,Portfolio performance management directly parallels buy-side fund/sector monitoring,No live vacancy confirmed; HDFC AMC LinkedIn page lists openings periodically - set a job alert and watch for RE/infra sector analyst reqs.,A06,Above benchmark (12-20),,
A06-017,Research Analyst - Investments,ICICI Prudential Asset Management Company,Asset Manager,Mumbai (unspecified),Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio analytics;Excel;Investment committee support,25-45,Market estimate,Instahyre,https://www.instahyre.com/jobs-at-icici-prudential-amc/,Search-surfaced,Unknown,2026-09-19,7,Search results confirm ICICI Prudential AMC actively lists investment-analyst-track roles on Instahyre; generalist buy-side scope.,Revenue forecasting and yield-optimisation experience feeds directly into fundamental research inputs,Instahyre page confirms open reqs exist but not a specific RE-sector analyst posting; check current listing before applying.,A06,Above benchmark (10-20),,
A06-018,Investment Analyst,SBI Mutual Fund,Asset Manager,BKC,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Financial modelling;Portfolio construction;Excel;Valuation,22-40,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,India's largest AMC by AUM with real-asset-linked sector coverage; a strong generalist buy-side adjacency.,Asset-level SFR analytics = comparable diligence rigor for listed real-asset names,No specific vacancy confirmed; SBI MF hires periodically for sector-analyst roles - approach via referral where possible.,A06,Above benchmark (12-20),,
A06-019,Research Analyst,Nippon India Mutual Fund,Asset Manager,Lower Parel,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Financial modelling;Portfolio analytics;Excel;Valuation,22-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-analyst-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,Large domestic AMC with active generalist buy-side research seats; transferable analytics but not RE-anchored by default.,Fund/JV capital planning = comfort with allocator-side capital deployment logic,No specific vacancy confirmed; watch LinkedIn listing for sector allocation before applying.,A06,Above benchmark (10-20),,
A06-020,Investment Analyst,Axis Asset Management Company,Asset Manager,Worli,Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio construction;Excel;Investment memos,22-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-jobs,Target employer - not verified,Unknown,2026-09-19,6,Generalist buy-side research seat at a mid-large AMC; transferable but a step sideways from RE-specific work.,Distribution modelling experience signals allocator-side capital mechanics fluency,"No specific vacancy confirmed; general search surfaced 400+ mutual-fund jobs in Mumbai, sector unconfirmed.",A06,Above benchmark (12-20),,
A06-021,Research Analyst - Equities,Kotak Mahindra Asset Management Company,Asset Manager,BKC,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Financial modelling;Portfolio analytics;Excel;Valuation,25-45,Market estimate,Indeed,"https://in.indeed.com/q-mutual-fund-analyst-l-mumbai,-maharashtra-jobs.html",Target employer - not verified,Unknown,2026-09-19,6,"Kotak AMC is a major domestic asset manager; generalist buy-side analyst role, transferable analytics.",Scenario/forecast modelling background applies directly to fundamental model-building,No specific vacancy confirmed; approach via Kotak AMC careers page or LinkedIn referral.,A06,Above benchmark (10-20),,
A06-022,Investment Analyst,Mirae Asset Investment Managers (India),Asset Manager,Mumbai (unspecified),Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio construction;Excel;Valuation,22-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-jobs,Target employer - not verified,Unknown,2026-09-19,6,"Fast-growing foreign-owned AMC; generalist buy-side seat, transferable but sideways relative to RE-specific scope.",Portfolio performance management experience directly parallels fund-level monitoring,No specific vacancy confirmed; Mirae Asset's Mumbai office (Kalina/Santacruz) hires periodically for research roles.,A06,Above benchmark (12-20),,
A06-023,Research Analyst,DSP Investment Managers,Asset Manager,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Financial modelling;Portfolio analytics;Excel;Valuation,22-40,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Established domestic AMC; generalist buy-side research seat, transferable analytics but not RE-anchored.",Revenue/pricing optimisation experience feeds fundamental valuation work,No specific vacancy confirmed; DSP is a well-founded target given its Nariman Point research desk.,A06,Above benchmark (10-20),,
A06-024,Investment Analyst,Quant Money Managers (Quant Mutual Fund),Asset Manager,Andheri East,Manager,~5-9 yrs (inferred),Portfolio Management,Sector coverage;Quantitative & fundamental modelling;Portfolio analytics;Excel;Valuation,20-38,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Fast-scaling AMC with an aggressive hiring pace; generalist buy-side scope, transferable analytics.",Data-driven pricing/yield optimisation background fits a quant-leaning research culture,No specific vacancy confirmed; Quant MF has been expanding its Mumbai analyst bench rapidly per recent hiring news.,A06,Above benchmark (12-20),,
A06-025,Investment Analyst,PPFAS Asset Management,Asset Manager,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,20-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-jobs,Target employer - not verified,Unknown,2026-09-19,6,"Boutique value-oriented AMC with a small, selective research team; generalist adjacency, transferable analytics.",Long-term asset-level thinking from disposition strategy suits PPFAS's buy-and-hold philosophy,"No specific vacancy confirmed; PPFAS hires rarely and selectively - a direct, tailored approach note works better than a portal application.",A06,Above benchmark (12-20),,
A06-026,Investment Analyst,WhiteOak Capital Management,Asset Manager,Lower Parel,Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio construction;Excel;Valuation,25-45,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Growing PMS/AIF-to-MF platform; generalist buy-side research, transferable but sideways from RE-specific work.",Cross-fund capital planning experience maps to multi-strategy platform analytics,No specific vacancy confirmed; WhiteOak has been scaling its Mumbai investment team.,A06,Above benchmark (12-20),,
A06-027,Investment Analyst,Helios Capital Management,Asset Manager,Mumbai (unspecified),Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,25-45,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-jobs,Target employer - not verified,Unknown,2026-09-19,6,"Newer PMS/MF platform led by a well-known CIO; generalist buy-side seat, transferable analytics.",Scenario/forecast modelling rigor suits a concentrated high-conviction portfolio style,"No specific vacancy confirmed; small team, direct outreach likely more effective than portal search.",A06,Above benchmark (12-20),,
A06-028,Investment Analyst,Marcellus Investment Managers,Asset Manager,Andheri East,Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,25-45,Market estimate,Uplers,https://www.uplers.com/company/marcellus-investment-managers-13798,Search-surfaced,Unknown,2026-09-19,6,"Marcellus has publicly posted hiring alerts for investment/ops roles; generalist PMS research seat, transferable analytics.",Long-horizon asset quality thinking from disposition strategy suits Marcellus's concentrated-portfolio approach,"Uplers listing page and a LinkedIn hiring-alert post confirm active recruiting, though not a specific open analyst req at search time.",A06,Above benchmark (12-20),,
A06-029,Research Analyst - PMS,360 ONE Asset Management,Asset Manager,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio construction;Excel;Valuation,25-45,Market estimate,LinkedIn,https://in.linkedin.com/jobs/mutual-fund-jobs,Target employer - not verified,Unknown,2026-09-19,6,Large wealth/asset-management platform with a broad PMS/AIF suite; generalist buy-side adjacency.,Fund/JV capital planning experience is directly relevant to 360 ONE's alternatives platform,No specific vacancy confirmed; 360 ONE runs sizeable alternatives AUM which may have RE-linked strategies worth probing.,A06,Above benchmark (10-20),,
A06-030,Investment Analyst,Abakkus Asset Manager,Asset Manager,Mumbai (unspecified),Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,25-45,Market estimate,LinkedIn,https://in.linkedin.com/company/abakkusinvest,Search-surfaced,Unknown,2026-09-19,6,"Abakkus is a fast-growing alpha-focused PMS/AIF manager (~Rs 38,000 cr AUM) confirmed active on LinkedIn; generalist research seat.","Cross-cutting analytical rigor from platform-wide strategic side-projects suits a lean, high-output PMS team",LinkedIn company page confirms Mumbai presence and scale; no specific open analyst req seen - approach via LinkedIn direct outreach.,A06,Above benchmark (12-20),,
A06-031,Research Analyst,Carnelian Asset Advisors,Asset Manager,Lower Parel,Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,22-40,Market estimate,Company Careers Page,https://finalyca.com/asset-management-company-amc/Carnelian-Asset-Management-And-Advisors-Pvt-Ltd-PMS/,Target employer - not verified,Unknown,2026-09-19,6,"Founder-led PMS/AIF platform confirmed at One Lodha Place, Lower Parel; generalist buy-side research adjacency.",Disposition/exit-strategy experience translates into concentrated-portfolio exit-timing judgment,No specific vacancy confirmed; small founder-led shop - direct outreach to the founders' team likely outperforms portal search.,A06,Above benchmark (10-20),,
A06-032,Investment Analyst,Alchemy Capital Management,Asset Manager,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Fundamental research;Financial modelling;Portfolio construction;Excel;Valuation,22-40,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Established PMS house; generalist buy-side research seat, transferable but a step sideways from RE-specific scope.",Portfolio performance management background parallels PMS-style client portfolio oversight,No specific vacancy confirmed; approach via LinkedIn or a referral into the Alchemy research desk.,A06,Above benchmark (12-20),,
A06-033,Investment Analyst,Motilal Oswal Asset Management Company,Asset Manager,Worli,Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector modelling;Portfolio construction;Excel;Valuation,22-40,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Sister AMC to Motilal Oswal's institutional research franchise; generalist buy-side adjacency with possible RE-sector overlap.,Rent/pricing optimisation experience is a differentiator for real-asset-linked fund strategies,No specific vacancy confirmed; worth checking whether MOAMC's real-asset or thematic funds have open sector-analyst seats.,A06,Above benchmark (12-20),,
A06-034,Equity Research Analyst - PMS,Quest HR Services,Recruiter / Search Firm,Mumbai (unspecified),Manager,2-5 yrs,Portfolio Management,Equity research;Idea generation;Portfolio tracking;Financial modelling;Excel,Not disclosed,Unknown,iimjobs,https://www.iimjobs.com/j/equity-research-analyst-pms-2-5-yrs-613877,Verified live posting,Unknown,2026-09-19,6,"A confirmed live PMS research mandate, though the 2-5 yr band sits below his ~5-12 yr profile and end-client is undisclosed.",Idea-generation and portfolio-tracking scope overlaps with revenue/portfolio management background,Recruiter-fronted (Quest HR Services); client PMS fund not named. Experience band skews junior for his level - position for a senior/lead variant if one exists.,A06,No range given (benchmark 10-20),,
A06-035,Investment Analyst - Equity Research,Life Insurance Corporation of India (LIC),Insurance,Nariman Point,Manager,~5-9 yrs (inferred),Portfolio Management,Equity research;Sector coverage;Financial modelling;Excel;Investment committee support,18-32,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"India's largest institutional equity investor; generalist in-house investment research seat, transferable analytics.",Large-scale portfolio performance management experience suits LIC's scale of AUM,"No specific vacancy confirmed; LIC hires investment officers periodically via its own recruitment process, not standard portals.",A06,Above benchmark (10-20),,
A06-036,Investment Analyst,HDFC Life Insurance,Insurance,Lower Parel,Manager,~5-9 yrs (inferred),Portfolio Management,Equity/debt research;Sector coverage;Financial modelling;Excel;Portfolio analytics,18-32,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Insurer with a sizeable in-house investment team; generalist research adjacency, transferable forecasting skillset.",Revenue forecasting rigor from SFR pricing strategy applies to actuarial-linked investment planning,No specific vacancy confirmed; approach via HDFC Life's investments-team careers listing or referral.,A06,Above benchmark (12-20),,
A06-037,Research Analyst - Investments,SBI Life Insurance,Insurance,Andheri East,Manager,~5-9 yrs (inferred),Portfolio Management,Equity/debt research;Sector coverage;Financial modelling;Excel;Portfolio analytics,16-30,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Large insurer with an active in-house investment desk; generalist research seat, transferable analytics.",Scenario/forecast modelling toolkit fits actuarial-linked long-duration portfolio planning,No specific vacancy confirmed; SBI Life's investment team hires periodically for research analyst roles.,A06,Above benchmark (10-20),,
A06-038,Investment Analyst,ICICI Lombard General Insurance,Insurance,Worli,Manager,~5-9 yrs (inferred),Portfolio Management,Equity/debt research;Financial modelling;Portfolio analytics;Excel;Risk-adjusted return analysis,16-30,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"General insurer's investment book is smaller and more conservative than a life insurer's; generalist adjacency, weaker fit than life-insurance peers.",Risk-aware capital allocation experience from fund/JV planning applies to a general insurer's investment mandate,"No specific vacancy confirmed; general-insurance investment teams are smaller than life-insurance peers, so fewer openings expected.",A06,Above benchmark (12-20),,
A06-039,Equity Research Analyst - Real Estate,Acuity Knowledge Partners,Global Capability Centre,Andheri East,Senior Analyst,~4-8 yrs (inferred),Data & Analytics,Financial modelling;Real estate/REIT research support;Excel;Client deliverables;Sector research,12-22,Market estimate,LinkedIn,https://in.linkedin.com/company/acuity-knowledge-partners/jobs,Search-surfaced,Unknown,2026-09-19,5,"Confirmed active hiring for equity-research-analyst roles (per LinkedIn/Glassdoor listings), but the KPO scope is research-support rather than principal analysis - flattering title, narrower scope.",Real-estate/REIT model-building skills transfer to a research-support production role,"42 open positions listed on Glassdoor at time of search; role is client-delivery/offshore-support in nature, not buy-/sell-side principal research - compensation and scope are materially lower than a front-office seat.",A06,In line (10-20),,
A06-040,Research Analyst - Real Estate/Infrastructure,Evalueserve,Global Capability Centre,Mumbai (unspecified),Senior Analyst,~4-8 yrs (inferred),Data & Analytics,Financial modelling;Sector research support;Excel;Client deliverables;Real estate analytics,12-20,Market estimate,Company Careers Page,https://www.evalueserve.com/jobs/,Search-surfaced,Unknown,2026-09-19,5,"Evalueserve's careers page confirms active research-analyst hiring, but this is offshore research-support work, not principal buy-/sell-side analysis.",Asset-level financial modelling experience suits a research-support production environment,Careers page lists open roles generically; no specific RE-sector Mumbai req confirmed. Title flatters more than the scope delivers - say so if candidate asks.,A06,In line (10-20),,
A06-041,Research Analyst,Morningstar Investment Management (India),Global Capability Centre,Lower Parel,Senior Analyst,~4-8 yrs (inferred),Data & Analytics,Fund/manager research;Financial modelling;Excel;Data analysis;Report writing,12-20,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Morningstar's Mumbai research/analytics centre does fund and data research, not primary sector coverage - a KPO-adjacent scope.",Portfolio performance analytics background suits fund-research and data-driven report production,No specific vacancy confirmed; role would likely be manager/fund-research rather than direct-equity coverage.,A06,In line (10-20),,
A06-042,Research Analyst,S&P Global Market Intelligence (Mumbai),Global Capability Centre,Goregaon,Senior Analyst,~4-8 yrs (inferred),Data & Analytics,Financial data research;Excel;Sector tagging;Report production;Data quality review,10-18,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,4,"This is data-production/research-support work at an offshore centre, not principal analysis - domain overlap is weak despite the finance-y title.",Financial-model-building discipline transfers to structured data/research production,No specific vacancy confirmed; expect the scope to be data curation/production rather than analytical judgment - flag this honestly if pursued.,A06,In line (10-20),,
A06-043,Research Analyst - Real Assets,MSCI (Mumbai),Global Capability Centre,Mumbai (unspecified),Senior Analyst,~4-8 yrs (inferred),Data & Analytics,Real asset index research;Financial modelling;Excel;Data analysis;Methodology support,12-22,Market estimate,Naukri,https://www.naukri.com/mutual-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"MSCI's real-assets/index research work is closer to his RE-analytics background than generic KPO research, but scope is index-methodology support, not investment decision-making.",Asset-level valuation and yield analytics from SFR portfolio work suit real-asset index methodology research,No specific vacancy confirmed; MSCI's real-assets team is a plausible but unverified target given its real-estate-index business line.,A06,In line (10-20),,
