Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source,Comp_Check,Verification_Note,Last_Verified
A07-011,"Senior Financial Analyst, Real Assets",Brookfield Asset Management,Asset Manager,Powai,Senior Analyst,4-8 yrs (inferred),Fund Finance,Financial analysis; fund reporting; asset performance analytics; forecasting; Excel/BI,22-38,Market estimate,Glassdoor,https://www.glassdoor.co.in/Jobs/Brookfield-Asset-Management-Jobs-E5824.htm,Search-surfaced,Unknown,2026-09-19,6,"Real-assets analytics at a global alternatives manager, but a level below his band and reporting-oriented rather than strategy-owning.",Revenue forecasting and portfolio analytics,Listed among Brookfield's open Mumbai roles in search results. Use only as a door-opener into Brookfield's India platform; negotiate title upward given 5-12 yrs experience.,A07,In line (22-50),,
A07-012,"Vice President, Structured Finance",Vivriti Capital,NBFC / HFC,BKC,VP,8-12 yrs (inferred),Structured Finance,Structured debt products; securitisation; mid-market credit; deal structuring; portfolio management,45-70,Market estimate,Company Careers Page,https://www.vivriticapital.com/job-opening.html,Search-surfaced,Unknown,2026-09-19,6,"Structuring and portfolio management across a 8800+ crore book, but the credit-origination centre of gravity is a genuine step sideways from real-asset strategy.",Structured cashflow modelling and portfolio performance management,"Mumbai office confirmed at Vibgyor Towers, BKC. Glassdoor puts VP-level pay around 50 LPA. Gap to pre-empt: no lending/credit-underwriting track record - lead with structuring and analytics instead.",A07,Not benchmarked,,
A07-013,"Manager, Securitisation & Debt Capital Markets",Northern Arc Capital,NBFC / HFC,Mumbai (unspecified),Manager,5-9 yrs (inferred),Securitisation,Securitisation; loan syndication; debt capital markets; CLO/CBO structures; cashflow modelling,28-45,Market estimate,Company Careers Page,https://www.northernarc.com/career-listing,Search-surfaced,Unknown,2026-09-19,6,"Northern Arc's stated product set spans securitisation, syndication, CBOs and CLOs - tranche waterfalls he can model on day one, in a non-real-asset context.",Distribution waterfall and tranche modelling,"Company careers page confirmed as active; specific DCM posting not seen. Second Northern Arc angle alongside the verified Structured Finance Manager req - apply to one, mention flexibility on the other.",A07,Not benchmarked,,
A07-014,"Manager, Business Finance & Portfolio Performance",Cube Highways Trust,REIT / InvIT,Mumbai (unspecified),Manager,6-10 yrs (inferred),Portfolio Management,Toll revenue forecasting; asset-level performance analytics; distribution planning; budgeting; InvIT reporting,30-50,Market estimate,Naukri,https://www.naukri.com/cube-highways-jobs-in-mumbai-25,Search-surfaced,Unknown,2026-09-19,7,"Toll-revenue forecasting across 27 road assets is revenue management with traffic instead of tenants, plus the InvIT distribution layer he already understands.",Revenue forecasting and rent/pricing optimisation = yield management,"Naukri company page confirms Mumbai hiring; the trust and its portfolio entities employ 800+ across finance and operations. Managed by Cube Highways Fund Advisors - target that entity, not the SPVs.",A07,Above benchmark (13-26),,
A07-015,"Vice President, Infrastructure Investments",NIIF (National Investment and Infrastructure Fund),Asset Manager,BKC,VP,8-12 yrs (inferred),Real Assets Investment,Infrastructure investing; financial modelling; capital deployment planning; portfolio value creation; LP reporting,60-100,Market estimate,Company Careers Page,https://niifindia.in/careers/,Search-surfaced,Unknown,2026-09-19,9,NIIF runs four funds with distinct strategies and roughly USD 5bn of commitments - fund-level capital planning and deployment is exactly what he did on the Amherst funds and JVs.,"Fund and JV capital planning - commitments, capital calls, deployment","Mumbai-headquartered with an active careers page; individual posting not seen. Small team (30 in Mumbai/Delhi, 80+ across the platform) so hiring is sporadic - a warm introduction matters more than an online application.",A07,Not benchmarked,"Location confirmed: NIIF's corporate HQ is UTI Tower, GN Block, 4th Floor, BKC 400051.",2026-09-20
A07-016,"Manager, Project Finance",NIIF Infrastructure Finance Limited,NBFC / HFC,BKC,Manager,5-9 yrs (inferred),Project Finance,Project finance appraisal; refinancing of operating infra; cashflow modelling; credit structuring; portfolio monitoring,25-42,Market estimate,Company Careers Page,https://www.niififl.in/careers,Search-surfaced,Unknown,2026-09-19,6,"Operating-asset refinancing needs exactly his long-dated cashflow modelling, but the seat is credit-appraisal led rather than strategy-owning.",Long-dated asset cashflow and scenario modelling,Separate careers site from NIIF's fund business - apply to both. Credit-appraisal weighting caps this at a 6; useful mainly as India infra-credit grounding.,A07,Not benchmarked,"Location confirmed: NIIF's corporate HQ is UTI Tower, GN Block, 4th Floor, BKC 400051.",2026-09-20
A07-017,"Vice President, Project & Infrastructure Finance",J.P. Morgan,Investment Bank,BKC,VP,7-12 yrs (inferred),Project Finance,Project finance structuring; infrastructure coverage; financial modelling; risk assessment; capital markets,55-90,Market estimate,LinkedIn,https://in.linkedin.com/jobs/structured-finance-jobs,Search-surfaced,Unknown,2026-09-19,7,"Infra project-finance structuring at a bulge bracket rewards his modelling depth, though it is advisory rather than owner-operator work.",Financial modelling and capital structuring across long-dated assets,"Search indicated JPMorgan is actively recruiting project/infrastructure finance roles in Mumbai; no individual req was seen, so verify on their careers portal. His US-platform background is an asset at a global bank - lean on it.",A07,Not benchmarked,,
A07-018,"Manager, Structured & Project Finance",BNP Paribas,Bank,BKC,Manager,6-10 yrs (inferred),Structured Finance,Structured finance; project finance; cashflow modelling; credit analysis; transaction execution,35-55,Market estimate,LinkedIn,https://in.linkedin.com/jobs/structured-finance-jobs,Search-surfaced,Unknown,2026-09-19,7,European-bank infra/structured desk where long-dated cashflow modelling and covenant mechanics map onto his fund-structure work.,Structured cashflow modelling and capital planning,"Search flagged BNP Paribas among firms recruiting project/infrastructure finance in Mumbai; posting not individually sighted. BNP also runs a large Mumbai GCC - confirm the role is front-office coverage, not offshore support.",A07,Not benchmarked,,
A07-019,"Associate, Infrastructure Finance & Advisory",SBI Capital Markets,Investment Bank,Nariman Point,Associate,4-8 yrs (inferred),Infra Investment Banking,Infrastructure advisory; debt syndication; financial modelling; bid support; sector research,22-38,Market estimate,Company Careers Page,https://www.sbicaps.com/career/,Search-surfaced,Unknown,2026-09-19,7,"Front-line infra advisory and funds syndication across every infra sector - fast route to Indian infra fluency, one level below his band.",Capital deployment planning and asset-level investment analysis,SBICAPS careers page confirmed active hiring in Mumbai. Distinct from the verified AVP req in the same group - apply to the AVP first and treat this as the fallback.,A07,In line (25-50),,
A07-020,"Assistant Vice President, Structured Finance Ratings",Morningstar DBRS,Global Capability Centre,Navi Mumbai,AVP,6-10 yrs (inferred),Credit Ratings,Structured finance ratings; cashflow waterfall modelling; ABS/RMBS analysis; surveillance; credit committee writing,28-45,Market estimate,Company Careers Page,https://careers.morningstar.com/us/en/job/AP-22240420/AVP-Structured-Finance-and-Securitisation-Rating-Analyst-APAC,Search-surfaced,Unknown,2026-09-19,5,"RMBS waterfall modelling is a near-literal match for his residential cashflow work, but ratings analysis is an observer's seat rather than a capital-allocation one.",Residential portfolio cashflow and waterfall modelling,"The sighted APAC req is Sydney-based; Morningstar's India centre in Navi Mumbai does run structured-finance analytics, so the Mumbai equivalent must be confirmed before applying. Score reflects the sideways move.",A07,In line (20-50),,
A07-021,"Vice President, Infrastructure Yield Fund",EAAA India Alternatives (Edelweiss Alternatives),Asset Manager,BKC,VP,8-12 yrs (inferred),Real Assets Investment,Infrastructure yield investing; distribution modelling; asset monitoring; capital deployment; LP reporting,50-85,Market estimate,Naukri,https://www.naukri.com/infrastructure-fund-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,9,"A yield-focused infra fund is run on exactly his levers - distributable cashflow, asset-level performance and investor distributions.","Distribution modelling - waterfall, promote and preferred-return mechanics",Edelweiss Infrastructure Yield Plus I and II are Mumbai-managed Category I AIFs carrying a CRISIL Level 1 fund-management rating. No live posting evidence - approach via the EAAA investment team on LinkedIn rather than a portal.,A07,Above benchmark (18-50),,
A07-022,"Manager, InvIT Finance & Distributions",Sekura Energy (Anzen India Energy Yield Plus Trust),REIT / InvIT,Mumbai (unspecified),Manager,5-9 yrs (inferred),Fund Management,InvIT distributions; DPU modelling; SEBI InvIT compliance; cashflow forecasting; unitholder reporting,28-48,Market estimate,LinkedIn,https://in.linkedin.com/jobs/invit-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,9,DPU planning for a listed energy-yield trust is preferred-return and distribution modelling under a SEBI wrapper - his exact toolkit.,Distribution and waterfall modelling across funds and JVs,"Edelweiss-sponsored power transmission InvIT with the investment manager in Mumbai. Small team, so roles rarely hit portals - a direct approach to the CFO/investment-manager leadership is the realistic route.",A07,Not benchmarked,,
A07-023,"Manager, InvIT Capital Planning",IRB Infrastructure Developers (IRB InvIT Fund),REIT / InvIT,Andheri East,Manager,6-10 yrs (inferred),Fund Management,InvIT structures; toll asset cashflow modelling; capital planning; distribution mechanics; investor reporting,28-48,Market estimate,Naukri,https://www.naukri.com/invit-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,India's first listed InvIT sponsor; capital planning across toll SPVs mirrors his fund and JV deployment planning.,Fund and JV capital planning plus distribution modelling,"IRB is headquartered in Mumbai (Chandivali, Andheri East). No live posting seen. Sponsor-side roles sit inside IRB Infrastructure Developers while the trust is managed separately - clarify which entity is hiring.",A07,Not benchmarked,,
A07-024,"Manager, Fund Operations & Distributions",India Infrastructure Trust,REIT / InvIT,Mumbai (unspecified),Manager,5-9 yrs (inferred),Fund Management,InvIT distributions; pipeline asset cashflows; debt servicing waterfalls; unitholder reporting; SEBI compliance,28-45,Market estimate,LinkedIn,https://in.linkedin.com/jobs/invit-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,A privately listed InvIT holding pipeline assets whose entire economics are a debt-service and distribution waterfall he can model without ramp-up.,Waterfall and preferred-return mechanics,"Brookfield-sponsored, Mumbai-administered trust. Very lean team - treat this as a networked approach through the Brookfield India platform rather than a portal application.",A07,Not benchmarked,,
A07-025,"Principal, Infrastructure Investments",KKR India,Real Estate PE,Worli,Principal,8-12 yrs (inferred),Real Assets Investment,Infrastructure investing; deal structuring; portfolio value creation; financial modelling; exit planning,80-140,Market estimate,LinkedIn,https://in.linkedin.com/jobs/infrastructure-investment-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,9,"KKR's India infra platform buys, holds and exits real assets - the same buy/operate/exit decision set he runs, with his disposition-strategy background directly relevant.",Retail disposition strategy = asset-level exit analytics,"Mumbai-based India infra team. Hiring is almost entirely referral or search-firm led, so route through headhunters covering alternatives (Heidrick, Egon Zehnder, Vito India). No posting evidence.",A07,In line (70-150),"Location confirmed: KKR's Mumbai office is Level 41, Altimus, Pandurang Budhkar Marg, Worli 400018.",2026-09-20
A07-026,"Investment Director, Energy Infrastructure",Actis,Real Estate PE,Mumbai (unspecified),Director,9-14 yrs (inferred),Real Assets Investment,Energy infrastructure investing; platform building; financial modelling; exit strategy; portfolio oversight,70-120,Market estimate,LinkedIn,https://in.linkedin.com/jobs/infrastructure-investment-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"Actis builds and sells energy platforms, so exit-timing and channel decisions - his disposition-strategy speciality - are the core of the job.","Asset-level exit strategy: what to sell, when, into which channel",Mumbai investment office. Director band may sit at the top of his range; if so target the level below. No live posting evidence.,A07,In line (70-150),,
A07-027,"Manager, Real Assets Investments",CPP Investments India,Asset Manager,BKC,Manager,6-10 yrs (inferred),Real Assets Investment,Infrastructure and real assets underwriting; financial modelling; portfolio monitoring; co-investment analysis; exit planning,60-95,Market estimate,LinkedIn,https://in.linkedin.com/jobs/real-assets-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,A long-hold pension investor in Indian real assets values his owner-operator perspective on holding-period performance more than deal velocity.,Portfolio performance management over long holding periods,CPP Investments runs its India office out of Mumbai and is an active infrastructure and real-assets LP/co-investor. No posting evidence; pension-fund hiring is slow and referral-driven.,A07,Not benchmarked,,
A07-028,"Manager, Infrastructure & Natural Resources",Ontario Teachers' Pension Plan India,Asset Manager,Mumbai (unspecified),Manager,6-10 yrs (inferred),Real Assets Investment,Infrastructure investing; financial modelling; asset management oversight; co-investment; valuation,60-95,Market estimate,LinkedIn,https://in.linkedin.com/jobs/infrastructure-investment-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"OTPP's India infra mandate is direct long-hold ownership, where his asset-management-plus-capital-planning combination is unusually well matched.",Fund and JV capital planning plus portfolio performance management,Mumbai office covering India infrastructure. Very small team and no posting evidence - best reached through the alternatives search-firm network.,A07,Not benchmarked,,
A07-029,"Vice President, Infrastructure",GIC India,Asset Manager,BKC,VP,8-12 yrs (inferred),Real Assets Investment,Infrastructure investing; underwriting; asset monitoring; financial modelling; partner/JV management,70-120,Market estimate,LinkedIn,https://in.linkedin.com/jobs/real-assets-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"GIC invests heavily through Indian JVs and platforms, so his JV capital-planning and distribution-modelling experience is directly usable.","JV capital planning, commitments and distribution mechanics","GIC's India office is in BKC and covers both real estate and infrastructure. No live posting evidence. If the infra seat is closed, the real-estate team is a parallel door given his SFR background.",A07,Not benchmarked,,
A07-030,"Director, Infrastructure Investments",CDPQ India,Asset Manager,Mumbai (unspecified),Director,9-14 yrs (inferred),Real Assets Investment,Infrastructure investing; platform investments; financial modelling; portfolio governance; exit strategy,70-120,Market estimate,LinkedIn,https://in.linkedin.com/jobs/infrastructure-investment-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,8,CDPQ holds Indian infra platforms for the long term and governs them through boards - a governance-plus-analytics role his cross-functional strategy work prepares him for.,Cross-functional strategy and portfolio governance at platform level,"Mumbai India office, active in roads, renewables and logistics. Director level may be a stretch - target the VP band. No posting evidence.",A07,Not benchmarked,,
A07-031,"Vice President, Infrastructure & Structured Credit",Ares Management India,Private Credit,BKC,VP,8-12 yrs (inferred),Structured Finance,Structured credit; infrastructure credit; cashflow modelling; covenant structuring; portfolio monitoring,55-90,Market estimate,LinkedIn,https://in.linkedin.com/jobs/structured-credit-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"Asset-backed and infra credit structuring at a global alternatives manager, where his waterfall fluency and US-platform experience both count.",Waterfall mechanics and asset-level cashflow underwriting,Ares has built out a Mumbai presence covering credit and real assets. No posting evidence. His Amherst pedigree is recognisable to US alternatives firms - make that explicit in outreach.,A07,Above benchmark (20-50),,
A07-032,"Manager, Structured Credit & Asset-Backed Finance",Apollo Global Management India,Private Credit,Mumbai (unspecified),Manager,6-10 yrs (inferred),Structured Finance,Asset-backed finance; structured credit modelling; portfolio analytics; cashflow waterfalls; investment analysis,45-75,Market estimate,LinkedIn,https://in.linkedin.com/jobs/structured-credit-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"Apollo's asset-backed franchise is built on residential and real-asset collateral, so his single-family-rental cashflow knowledge is a differentiator rather than a gap.",Residential portfolio cashflow analytics and waterfall modelling,"Apollo's India centre in Mumbai supports investment functions, so confirm whether the seat is investing or support before committing. No posting evidence.",A07,Not benchmarked,,
A07-033,"Vice President, Real Assets & Yield Funds",360 ONE Asset,Asset Manager,Lower Parel,VP,8-12 yrs (inferred),Fund Management,Real assets funds; yield strategy; distribution planning; asset monitoring; investor reporting,45-75,Market estimate,iimjobs,https://www.iimjobs.com/fund-management-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"Yield-fund management is built on distributable-cashflow planning and investor distributions, which is the heart of his fund and JV work.",Distribution modelling and fund capital planning,360 ONE (formerly IIFL Wealth/AMC) runs real-asset and yield strategies out of Lower Parel. No posting evidence - use the iimjobs fund-management feed and direct outreach in parallel.,A07,Above benchmark (18-50),,
A07-034,"Vice President, Private & Real Assets",Nuvama Asset Management,Asset Manager,BKC,VP,8-12 yrs (inferred),Fund Management,Private markets funds; real assets strategy; capital deployment; distribution mechanics; LP reporting,45-75,Market estimate,iimjobs,https://www.iimjobs.com/fund-management-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,Private and real-asset fund strategies at a growing Mumbai alternatives platform where fund mechanics rather than sector expertise are the entry ticket.,Fund capital planning and waterfall mechanics,"Nuvama's alternatives business is BKC-based. No posting evidence. Growing platform, so lateral hires from non-traditional backgrounds are more feasible here than at a global fund.",A07,Not benchmarked,,
A07-035,"Manager, Infrastructure & Real Assets Fund",Kotak Investment Advisors,Asset Manager,BKC,Manager,5-9 yrs (inferred),Real Assets Investment,Infrastructure fund investing; financial modelling; capital deployment; asset monitoring; investor reporting,35-60,Market estimate,iimjobs,https://www.iimjobs.com/fund-management-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"Kotak's alternatives arm runs infrastructure and real-estate funds from BKC, a fund-mechanics seat that sits squarely on his capital-planning experience.",Fund and JV capital planning - deployment plans and capital calls,Distinct from Kotak Mahindra Bank's structured finance desk - target Kotak Investment Advisors specifically. No posting evidence.,A07,Not benchmarked,,
A07-036,"Vice President, Structured Finance",Axis Bank,Bank,Worli,VP,8-12 yrs (inferred),Structured Finance,Structured finance; securitisation; cashflow modelling; credit structuring; deal execution,40-65,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Bank structured-finance desks reward waterfall fluency but the seat is credit-origination led, which is a genuine step sideways from asset strategy.",Structured cashflow and waterfall modelling,"Axis House, Worli. No posting evidence. Gap to pre-empt: no Indian credit-sanctioning experience - position as a structuring and analytics hire.",A07,Not benchmarked,,
A07-037,"Assistant Vice President, Project Finance Group",ICICI Bank,Bank,BKC,AVP,6-10 yrs (inferred),Project Finance,Project appraisal; infrastructure lending; financial modelling; risk assessment; sector analysis,28-45,Market estimate,Naukri,https://www.naukri.com/project-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"One of India's deepest project-finance franchises; strong domain training, but appraisal-led lending work rather than portfolio strategy.",Long-dated asset cashflow modelling and scenario analysis,"ICICI Bank Towers, BKC. No posting evidence - use the Naukri project-finance Mumbai feed. Best treated as a domain-entry option, not a lateral at equivalent scope.",A07,Not benchmarked,,
A07-038,"Assistant Vice President, Structured Finance & Securitisation",Yes Bank,Bank,Mumbai (unspecified),AVP,6-10 yrs (inferred),Securitisation,Securitisation; structured lending; pool cashflow modelling; credit enhancement structuring; portfolio monitoring,28-45,Market estimate,Naukri,https://www.naukri.com/securitisation-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Pool cashflow and credit-enhancement modelling is technically close to his waterfall work, though the lending context is off his core domain.",Pool-level cashflow and tranche waterfall modelling,Yes Bank's structured finance team is Mumbai-based. No posting evidence. Mid-tier bank comp - use as a comparator rather than a first-choice target.,A07,Not benchmarked,,
A07-039,"Assistant Vice President, Structured Finance",Kotak Mahindra Bank,Bank,BKC,AVP,6-10 yrs (inferred),Structured Finance,Structured debt; real estate and infra lending; cashflow modelling; security structuring; deal execution,32-52,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Kotak's structured desk does lease-rental-discounting and real-asset backed deals, so the collateral is familiar even if the seat is lending-side.",Rent-backed cashflow modelling (LRD is rent-roll underwriting),BKC. No posting evidence. Lease-rental discounting is the closest hook - his rent-roll and renewal forecasting experience is literally the underwriting input.,A07,Not benchmarked,,
A07-040,"Assistant Vice President, Infrastructure & Structured Finance",IDFC First Bank,Bank,BKC,AVP,6-10 yrs (inferred),Structured Finance,Infrastructure finance; structured lending; cashflow modelling; refinancing; portfolio monitoring,28-45,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Legacy infra-lending DNA and a Mumbai base, but the bank has deliberately shifted toward retail, so infra scope is shrinking.",Infrastructure cashflow modelling and refinancing analysis,BKC head office. No posting evidence and a strategically de-emphasised business - verify the desk still exists at scale before applying.,A07,Not benchmarked,,
