Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source,Comp_Check,Verification_Note,Last_Verified
A08-012,"VP, Business Management & Strategy",Morgan Stanley,Global Capability Centre,Mumbai (unspecified),VP,8-12 yrs,Business Finance,Business management; financial planning; MIS; governance; cross-divisional coordination,50-72,Market estimate,LinkedIn,https://in.linkedin.com/jobs/morgan-stanley-jobs-mumbai,Search-surfaced,Unknown,2026-09-19,7,Morgan Stanley India's Finance/Institutional Securities business-management function is a strong adjacency to his revenue-strategy and forecasting toolkit.,Fund/JV capital planning experience maps to institutional-securities business finance,General search shows 80+ live Morgan Stanley Mumbai roles; specific business-management req not individually confirmed.,A08,Above benchmark (13-26),,
A08-013,"Chief of Staff, India COO",Morgan Stanley,Global Capability Centre,Mumbai (unspecified),Director,10-15 yrs,Strategy,Strategic planning; executive governance; cross-functional program management,Not disclosed,Unknown,Company Careers Page,https://www.morganstanley.com/articles/morgan-stanley-india-careers,Target employer - not verified,Unknown,2026-09-19,6,"India COO chief-of-staff work is process-relevant strategic leadership, but is a generalist seat rather than an investment/real-estate one.",Cross-functional strategy leadership across multiple business lines at Amherst,No specific opening identified; Morgan Stanley India careers page confirms Mumbai campus and Corporate & Enterprise Services functions.,A08,No range given (benchmark 30-55),,
A08-014,"VP, Business Management - Core Strategy Group",Goldman Sachs,Global Capability Centre,BKC,VP,8-12 yrs,Strategy,Corporate strategy; business planning; MIS; cross-divisional analytics,55-80,Market estimate,LinkedIn,https://in.linkedin.com/jobs/goldman-sachs-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"Goldman's Mumbai GCC runs business-management and strategy functions for global divisions, a close adjacency to his revenue/portfolio strategy work.",Revenue and disposition strategy experience = divisional business-planning support,No specific requisition confirmed this pass; Goldman Sachs BKC campus is a known strategy/business-management hiring hub - revisit with a direct GS careers search.,A08,Above benchmark (30-55),,
A08-015,"VP, Business Finance & Planning",BofA Continuum India,Global Capability Centre,Lower Parel,VP,8-12 yrs,Business Finance,Financial planning; forecasting; MIS; budget governance; stakeholder reporting,48-68,Market estimate,Naukri,https://www.naukri.com/bofa-continuum-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"BofA Continuum's business-finance/planning teams support global lines of business, a generalist match to his forecasting and revenue-strategy background.",Revenue forecasting model-building transfers to business finance planning,No live req confirmed; Naukri deep-link used as a standing search rather than a specific posting.,A08,Above benchmark (13-26),,
A08-016,Transformation Manager,BofA Continuum India,Global Capability Centre,Lower Parel,Manager,6-10 yrs,Strategy,Process transformation; project management; stakeholder management; change delivery,30-45,Market estimate,Naukri,https://www.naukri.com/bofa-continuum-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Transformation delivery is process-relevant but generic; no direct tie to revenue, portfolio or real-estate strategy.",Cross-functional project leadership on strategic side projects at Amherst,Generic target based on BofA Continuum's known transformation hiring pattern; no specific req seen.,A08,Not benchmarked,,
A08-017,"AVP, Business Management",Wells Fargo India,Global Capability Centre,Mumbai (unspecified),AVP,6-10 yrs,Business Management,Business governance; MIS; budgeting; stakeholder reporting; risk & control support,28-42,Market estimate,Indeed,"https://in.indeed.com/q-wells-fargo-l-mumbai,-maharashtra-jobs.html",Target employer - not verified,Unknown,2026-09-19,5,Generalist business-management seat at a bank GCC; transferable analytics skill set but no real-estate or investment linkage.,Portfolio-management reporting discipline transfers to business governance,No specific req identified; Wells Fargo India's Mumbai presence is smaller than Bengaluru/Hyderabad - confirm office location before pursuing.,A08,In line (30-55),,
A08-018,"VP, COO Office",Barclays GSC,Global Capability Centre,Mumbai (unspecified),VP,8-12 yrs,Strategy,COO governance; strategic planning; MIS; senior stakeholder management,50-70,Market estimate,Company Careers Page,https://search.jobs.barclays/location/mumbai-maharashtra-india-jobs/13015/1269750-1264418-1275339/4,Search-surfaced,Unknown,2026-09-19,6,"COO-office strategic planning work is a direct process analogue to his cross-functional strategy role at Amherst, in a generalist banking context.",Cross-functional strategy and forecasting support for senior leadership,Barclays careers portal shows active Mumbai listings across functions; specific COO-office req not individually isolated this pass.,A08,Above benchmark (30-55),,
A08-019,Business Management Analyst/Manager - KYC & Onboarding Business Management,Barclays GSC,Global Capability Centre,Mumbai (unspecified),Manager,5-8 yrs,Business Management,KYC/onboarding oversight; MIS; process governance; stakeholder reporting,22-32,Market estimate,Company Careers Page,https://search.jobs.barclays/location/mumbai-maharashtra-india-jobs/13015/1269750-1264418-1275339/4,Target employer - not verified,Unknown,2026-09-19,4,"Title carries 'business management' branding but the actual scope is KYC/onboarding process oversight - back-office adjacent, not strategy.",N/A - weak fit; only the governance/MIS layer is transferable,Included for lane completeness per scoring guidance; the business-management title outruns an operations/KYC scope - flag this to candidate before recommending.,A08,Not benchmarked,,
A08-020,"VP, Business Management",UBS Mumbai,Global Capability Centre,BKC,VP,8-12 yrs,Business Management,Business planning; MIS; governance; cross-divisional coordination; budgeting,50-72,Market estimate,LinkedIn,https://in.linkedin.com/jobs/ubs-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,UBS's Mumbai business-management function for Wealth/Asset Management divisions is a reasonable adjacency to his portfolio and revenue-strategy background.,Fund/portfolio strategy experience maps to asset-management business planning,No specific req confirmed; UBS's India business-management hiring is concentrated but real - worth a direct careers-site check outside this pass.,A08,Above benchmark (30-55),,
A08-021,Change Management Lead,Credit Suisse/UBS Powai,Global Capability Centre,Powai,AVP,6-10 yrs,Strategy,Change delivery; stakeholder management; process re-engineering; project governance,35-50,Market estimate,LinkedIn,https://in.linkedin.com/jobs/ubs-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Change-management leadership is process-relevant to his cross-platform project work but is a generalist, non-investment seat.",Cross-functional strategic project delivery experience,UBS absorbed Credit Suisse's Powai campus; legacy CS change/transformation roles are now folded into UBS India requisitions - confirm current org mapping.,A08,In line (30-55),,
A08-022,Business Finance Manager,HSBC Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Finance,Financial planning; forecasting; MIS; budget variance analysis; stakeholder reporting,26-38,Market estimate,Naukri,https://www.naukri.com/hsbc-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist business-finance seat at a large bank GCC; solid forecasting adjacency but no real-estate or portfolio-strategy linkage.,Revenue forecasting toolkit transfers directly to business finance MIS work,"No specific req isolated; HSBC's Mumbai GCC skews operations-heavy - confirm this is a finance/strategy seat, not processing, before applying.",A08,Above benchmark (13-26),,
A08-023,Business Management Strategy Manager,Standard Chartered GBS,Global Capability Centre,Mumbai (unspecified),Senior Manager,7-11 yrs,Strategy,Business strategy; process transformation; MIS; stakeholder governance,32-48,Market estimate,Company Careers Page,https://www.sc.com/en/global-careers/experienced-hire/spotlight-career-opportunities/careers-in-gbs-india/,Search-surfaced,Unknown,2026-09-19,6,SC's GBS strategy function is a credible generalist landing spot for his cross-functional strategic analytics background.,Ad-hoc strategic and analytical project experience across the Amherst platform,SC GBS careers page confirms an active India hiring program; Mumbai component is smaller than Bengaluru/Chennai - verify city before applying.,A08,Not benchmarked,,
A08-024,Operational Strategy Manager,Standard Chartered GBS,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Strategy,Operating-model design; process governance; stakeholder management; reporting,28-40,Market estimate,Naukri,https://www.naukri.com/standard-chartered-global-business-services-jobs,Target employer - not verified,Unknown,2026-09-19,5,"Operational-strategy work is transferable process leadership, but is generic rather than investment or real-estate linked.",Cross-functional operating-model design experience from platform-wide side projects,No specific req seen; Naukri listing page confirms SC GBS is actively hiring across India centres including Mumbai.,A08,Not benchmarked,,
A08-025,"Business Management, AVP",BNP Paribas India,Global Capability Centre,Mumbai (unspecified),AVP,6-10 yrs,Business Management,Business governance; MIS; budgeting; cross-line coordination; reporting,28-42,Market estimate,Company Careers Page,https://group.bnpparibas/en/careers/all-job-offers/mumbai,Search-surfaced,Unknown,2026-09-19,5,Generalist bank-GCC business-management seat; transferable governance/MIS skills but no direct real-estate or revenue-strategy tie.,Portfolio performance reporting discipline transfers to cross-line business governance,BNP Paribas careers page lists open Mumbai roles; specific business-management req title not individually isolated this pass.,A08,In line (30-55),,
A08-026,Strategy & Planning Manager,Societe Generale GSC,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Strategy,Strategic planning; MIS/reporting production; budget consolidation; stakeholder support,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/societe-generale-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,4,Title reads as strategy but SocGen's India GSC strategy seats typically skew toward reporting-production and MIS consolidation rather than decision-driving analysis.,N/A - weak fit; only the reporting/MIS layer is transferable,Included for completeness per lane guidance; flag that the 'strategy' title likely outruns an MIS-production scope - verify JD carefully before applying.,A08,Not benchmarked,,
A08-027,Business Management Manager,Northern Trust,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Management,Reconciliation oversight; MIS; process governance; stakeholder reporting,24-34,Market estimate,LinkedIn,https://in.linkedin.com/jobs/northern-trust-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,4,Northern Trust's India presence is concentrated in fund/asset-servicing operations; a Mumbai business-management role here likely leans reconciliation/reporting rather than strategy.,N/A - weak fit; governance/MIS layer only,"Northern Trust's larger India centres are Pune/Bengaluru; Mumbai presence and role scope both unconfirmed - low-confidence target, included for lane completeness.",A08,Not benchmarked,,
A08-028,"VP, Business Management",BNY Mumbai,Global Capability Centre,Mumbai (unspecified),VP,8-12 yrs,Business Management,Business governance; budgeting; MIS; cross-line coordination; stakeholder reporting,45-65,Market estimate,LinkedIn,https://in.linkedin.com/jobs/bny-mellon-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,BNY's asset-servicing/investment-management business-management function is a reasonable adjacency to his portfolio-performance and revenue-strategy background.,Portfolio performance management maps to investment-management business governance,No specific req confirmed; BNY's India GCC footprint includes Mumbai alongside Pune/Chennai - verify city on the actual JD before applying.,A08,In line (30-55),,
A08-029,Strategy Manager,Fidelity International,Global Capability Centre,Mumbai (unspecified),Manager,6-10 yrs,Strategy,Investment-strategy support; business planning; MIS; stakeholder analytics,28-42,Market estimate,LinkedIn,https://in.linkedin.com/jobs/fidelity-international-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Asset-manager strategy seat with investment-adjacent scope, a reasonable analogue to his fund/portfolio strategy work, though Fidelity's India hub is smaller in Mumbai than Bengaluru/Gurugram.",Fund capital planning and distribution modelling experience transfers to investment-strategy support,Fidelity International's Mumbai presence is limited relative to its larger India centres - confirm the role is actually Mumbai-based before applying.,A08,Not benchmarked,,
A08-030,"Business Manager, Investments - Fixed Income, Analyst",BlackRock,Global Capability Centre,BKC,Analyst,"2-5 yrs (posted band, below target)",Business Management,Business management; investment-team support; MIS; reporting; stakeholder coordination,15-25,Market estimate,Company Careers Page,https://careers.blackrock.com/job/mumbai/business-manager-investments-fixed-income-analyst/45831/81002989840,Verified live posting,Unknown,2026-09-19,4,"A live, specific BlackRock business-management posting, but the Analyst band sits well below his 5-12 yr seniority target - included for evidence of team existence, not as an application target.",N/A at Analyst level; the surrounding BlackRock Business Management & Strategy team is the actual target,"Do not apply directly to this analyst-level req; use it as confirmation that BlackRock Mumbai runs an Investments Business Management team, then target its VP/Director layer instead.",A08,Not benchmarked,,
A08-031,"VP, Business Management & Strategy",BlackRock,Global Capability Centre,BKC,VP,8-12 yrs,Strategy,Investment business management; strategy; MIS; cross-team coordination; reporting,50-75,Market estimate,Company Careers Page,https://careers.blackrock.com/employment/mumbai-business-management-jobs/45831/8771328/1269750-1264418-1275339/4,Search-surfaced,Unknown,2026-09-19,7,"BlackRock's Mumbai Business Management & Strategy team, which also touches the firm's $420bn+ Real Assets/Private Markets business, is a strong adjacency to his real-estate investment strategy background.",Fund/JV capital planning and distribution modelling directly relevant to a private-markets-linked business management seat,"Confirmed active job family (career-page category page, not a single req); worth monitoring for a Real Assets-aligned business-management opening specifically.",A08,Above benchmark (30-55),,
A08-032,Business Finance Manager,Invesco Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Finance,Financial planning; forecasting; MIS; budget variance; stakeholder reporting,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/invesco-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist asset-manager business-finance seat; Invesco's larger India GCC is in Hyderabad so the Mumbai footprint for this function is uncertain.,Revenue forecasting and portfolio analytics toolkit transfers to business finance,Invesco's principal India centre is Hyderabad; confirm an actual Mumbai-based opening exists before treating this as more than a watch item.,A08,Above benchmark (13-26),,
A08-033,Strategy & Business Finance Manager,Franklin Templeton GBS,Global Capability Centre,Mumbai (unspecified),Manager,6-10 yrs,Strategy,Business finance; strategic planning; MIS; investment-team support,28-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/franklin-templeton-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Asset-manager strategy/business-finance seat; reasonable adjacency, though Franklin Templeton's India GCC is concentrated in Hyderabad rather than Mumbai.",Fund capital planning experience relevant to asset-manager business finance,Franklin Templeton GBS is primarily a Hyderabad hub; verify a genuine Mumbai requisition exists before pursuing.,A08,Above benchmark (13-26),,
A08-034,Business Strategy Manager,PGIM India,Global Capability Centre,BKC,Senior Manager,7-11 yrs,Strategy,Investment strategy support; business planning; MIS; stakeholder analytics,32-46,Market estimate,LinkedIn,https://in.linkedin.com/jobs/pgim-india-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,7,PGIM India's Mumbai-headquartered asset-management strategy function is a strong adjacency given his fund/portfolio strategy and capital-planning background.,Fund and JV capital planning plus distribution modelling directly relevant to an asset manager's strategy function,PGIM India Asset Management is Mumbai-headquartered; no specific req confirmed this pass but the firm fit is strong - worth a direct careers-site check.,A08,Not benchmarked,,
A08-035,Transformation Lead,MetLife GOSC,Global Capability Centre,Mumbai (unspecified),Senior Manager,7-11 yrs,Strategy,Transformation program management; process redesign; stakeholder governance; MIS,30-44,Market estimate,LinkedIn,https://in.linkedin.com/jobs/metlife-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,4,"Transformation leadership is process-relevant, but MetLife's Global Operations Support Center is concentrated in Noida, making a Mumbai-specific opening uncertain.",Cross-functional program leadership experience from platform-wide strategic projects,"MetLife GOSC's primary India hub is Noida, not Mumbai - low-confidence target, included for lane completeness only.",A08,Not benchmarked,,
A08-036,Business Finance AVP,AIG,Global Capability Centre,Mumbai (unspecified),AVP,6-10 yrs,Business Finance,Financial planning; forecasting; MIS; budget governance; stakeholder reporting,28-42,Market estimate,LinkedIn,https://in.linkedin.com/jobs/aig-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist insurer business-finance seat; transferable forecasting/MIS skills but no real-estate or investment-strategy linkage.,Revenue forecasting toolkit transfers to insurer business finance MIS work,No specific req confirmed; AIG's Mumbai shared-services presence exists but function mix for this seat is unverified.,A08,Above benchmark (13-26),,
A08-037,Strategy & Planning Manager,Chubb,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Strategy,Strategic planning; MIS; budget consolidation; stakeholder reporting,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/chubb-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,4,Generalist insurer strategy/planning seat with a reporting-heavy scope; limited overlap with real-estate or portfolio-investment strategy.,N/A - weak fit; MIS/reporting layer only,Included for lane completeness; verify the role is genuinely strategy-facing rather than reporting-production before pursuing.,A08,Not benchmarked,,
A08-038,Business Management Manager,Munich Re India,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Management,Business governance; MIS; budgeting; stakeholder coordination,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/munich-re-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist reinsurer business-management seat; transferable governance/MIS skill set but no direct real-estate or investment linkage.,Portfolio performance reporting discipline transfers to business governance work,No specific req confirmed; Munich Re maintains an India office in Mumbai - function mix for this seat is unverified.,A08,Not benchmarked,,
A08-039,Business Finance Manager,Marsh McLennan Global Services,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Finance,Financial planning; forecasting; MIS; budget variance; stakeholder reporting,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/marsh-mclennan-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist broker-GCC business-finance seat; solid forecasting adjacency but no real-estate or portfolio-strategy linkage.,Revenue forecasting and budget-variance experience transfers directly,No specific req confirmed; Marsh McLennan Global Services has a known Mumbai presence - worth a direct careers-site check.,A08,Above benchmark (13-26),,
A08-040,Strategy & Planning Manager,Aon Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Strategy,Strategic planning; MIS; budget consolidation; stakeholder reporting,26-38,Market estimate,LinkedIn,https://in.linkedin.com/jobs/aon-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist broker strategy/planning seat; transferable analytical and reporting skills but no real-estate-specific tie.,Ad-hoc strategic project experience across the Amherst platform,No specific req confirmed; Aon has an established Mumbai office - function mix for this exact seat is unverified.,A08,Not benchmarked,,
A08-041,Business Management AVP,WTW Mumbai,Global Capability Centre,Mumbai (unspecified),AVP,6-10 yrs,Business Management,Business governance; MIS; budgeting; stakeholder coordination; reporting,28-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/wtw-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Generalist broker business-management seat; transferable governance/MIS skills, no direct real-estate linkage.",Portfolio performance reporting discipline transfers to business governance,No specific req confirmed; WTW has an established Mumbai presence - verify function mix before applying.,A08,In line (30-55),,
A08-042,Business Management Strategy Manager,S&P Global Mumbai,Global Capability Centre,Nariman Point,Senior Manager,7-11 yrs,Strategy,Business strategy; MIS; cross-team coordination; stakeholder reporting; market analytics,34-48,Market estimate,LinkedIn,https://in.linkedin.com/jobs/s-and-p-global-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,S&P Global's Mumbai analytics/ratings hub runs business-strategy functions that are a reasonable adjacency to his forecasting and analytics-driven strategy background.,Yield/pricing analytics and forecasting toolkit transfers to a market-data business strategy seat,No specific req confirmed; S&P Global has a long-standing Nariman Point/Mumbai office - worth a direct careers-site check.,A08,Not benchmarked,,
A08-043,Strategy & Business Operations Manager,MSCI Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-10 yrs,Strategy,Business operations strategy; MIS; stakeholder coordination; process improvement,28-42,Market estimate,LinkedIn,https://in.linkedin.com/jobs/msci-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,Generalist index/analytics-firm strategy-ops seat; transferable analytical rigor but no direct real-estate or portfolio-investment tie.,Data-driven decision support experience transfers to a business-operations strategy role,No specific req confirmed; MSCI maintains an India analytics presence including Mumbai - function mix unverified.,A08,Not benchmarked,,
A08-044,Business Finance Manager,Moody's Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Finance,Financial planning; forecasting; MIS; budget variance; stakeholder reporting,28-40,Market estimate,LinkedIn,https://in.linkedin.com/jobs/moodys-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Generalist ratings/analytics-firm business-finance seat; solid forecasting adjacency, no real-estate-specific linkage.",Revenue forecasting toolkit transfers directly to business finance MIS work,No specific req confirmed; Moody's has an established Mumbai office - worth a direct careers-site check.,A08,Above benchmark (13-26),,
A08-045,Business Management Manager,FactSet Mumbai,Global Capability Centre,Mumbai (unspecified),Manager,6-9 yrs,Business Management,Business governance; MIS; budgeting; cross-team coordination; reporting,24-36,Market estimate,LinkedIn,https://in.linkedin.com/jobs/factset-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,4,Generalist fintech-data business-management seat; transferable governance/MIS layer but limited strategic scope and no real-estate tie.,N/A - weak fit; governance/MIS layer only,"No specific req confirmed; FactSet has a Mumbai presence, but this seat likely skews operational rather than strategic - verify JD.",A08,Not benchmarked,,
